Team,Nationality,Position,Age,Potential,Name
Middlesbrough ,Spain,Portero,31,Bueno,Mejías
Oldham Athletic ,England,Defensa Central,28,Bueno,Carl Piergianni
BK Häcken ,Sweden,Defensa Central,26,Bueno,Johan Hammar
IK Sirius ,Sweden,Defensa Central,28,Bueno,Daniel Jarl
Gyeongnam FC ,Korea Republic,Lateral Izquierdo,29,Bueno,Lee Jae Myung
Cambridge United ,England,Lateral Izquierdo,31,Bueno,Ben Coker
spusu SKN St. Pölten ,Austria,Carrilero Derecho|Lateral Derecho|Extremo Derecho,29,Bueno,Michael Schimpelsberger
IK Sirius ,Sweden,Delantero Centro|Medio Izquierdo|Extremo Izquierdo,31,Bueno,Jonas Lindberg
Club Sportivo Luqueño ,Paraguay,Delantero Centro|Medio Izquierdo|Extremo Derecho,30,Bueno,Orlando Gaona Lugo
Servette FC ,France,Defensa Central|Medio Centro,30,Bueno,Christopher Routis
Eintracht Braunschweig ,Germany,Defensa Central|Medio Centro Defensivo,30,Bueno,Felix Burmeister
FC Hansa Rostock ,Germany,Medio Centro Defensivo,31,Bueno,Tanju Öztürk
SCR Altach ,Austria,Defensa Central,28,Bueno,Matthias Maak
AFC Chindia Târgovi?te ,Romania,Portero,30,Bueno,Dinu Moldovan
Tranmere Rovers ,England,Delantero Centro,28,Bueno,Stefan Payne
FC Chambly Oise ,France,Lateral Derecho|Defensa Central|Medio Centro,30,Bueno,Romain Padovani
Djurgårdens IF ,Serbia,Extremo Derecho|Extremo Izquierdo,34,Bueno,Haris Radetinac
Forest Green Rovers ,Republic of Ireland,Medio Derecho|Medio Centro,30,Bueno,Kevin Dawson
Kasimpasa SK ,Ivory Coast,Delantero Centro,31,Bueno,Gerard Bi Goua Gohou
Shamrock Rovers ,Republic of Ireland,Delantero Centro|Medio Izquierdo,30,Bueno,Aaron Greene
Hobro IK ,Denmark,Delantero Centro,27,Bueno,Mads Hvilsom
Livingston FC ,Scotland,Delantero Centro|Medio Centro,28,Bueno,Scott Robinson
Exeter City ,Wales,Medio Centro Defensivo|Medio Centro,28,Bueno,Jake Taylor
Crewe Alexandra ,Norway,Delantero Centro,27,Bueno,Chuma Anene
Milton Keynes Dons ,England,Carrilero Derecho|Defensa Central|Extremo Derecho,27,Bueno,George Williams
Crawley Town ,England,Lateral Derecho|Defensa Central,28,Bueno,George Francomb
Sarpsborg 08 FF ,Norway,Portero,28,Bueno,Aslak Falch
Club Social Cultural y Deportivo Blooming,Bolivia,Medio Centro,36,Bueno,Helmut Gutiérrez
Club Always Ready ,Bolivia,Lateral Derecho|Defensa Central,35,Bueno,Edemir Rodríguez
Ranheim Fotball ,Norway,Delantero Centro,30,Bueno,Michael Karlsen
Salford City ,England,Defensa Central,29,Bueno,Ashley Eastham
Venezia ,Italy,Lateral Izquierdo|Defensa Central,31,Bueno,Antonio Marino
Morecambe ,England,Medio Centro Defensivo|Medio Centro,28,Bueno,Aaron Wildig
Grimsby Town ,England,Delantero Centro,32,Bueno,James Hanson
Empoli ,Italy,Portero,31,Bueno,Paolo Branduani
Colchester United ,England,Delantero Centro|Medio Izquierdo,28,Bueno,Frank Nouble
Pisa ,Italy,Lateral Derecho|Defensa Central,31,Bueno,Gianmarco Ingrosso
Wisla Plock ,Poland,Delantero Centro,33,Bueno,Grzegorz Kuswik
FBC Melgar ,Mexico,Delantero Centro,30,Bueno,Othoniel Arce
Stabæk Fotball ,Norway,Lateral Izquierdo,27,Bueno,Emil Jonassen
Brisbane Roar ,Australia,Carrilero Derecho|Extremo Derecho,31,Bueno,Scott Neville
Eintracht Braunschweig ,Germany,Delantero Centro|Medio Izquierdo|Extremo Izquierdo,28,Bueno,Manuel Schwenk
Milton Keynes Dons ,Northern Ireland,Medio Derecho|Medio Centro|Medio Centro Ofensivo,28,Bueno,Ben Reeves
Adelaide United ,Australia,Lateral Derecho|Defensa Central,33,Bueno,Michael Marrone
Falkenbergs FF ,Sweden,Medio Derecho|Medio Izquierdo|Medio Centro,30,Bueno,Anton Wede
Al Nassr ,Saudi Arabia,Portero,34,Bueno,Waleed Abdullah
Suwon Samsung Bluewings ,Korea Republic,Medio Derecho|Medio Izquierdo,32,Bueno,Lim Sang Hyub
Al Adalah Club ,Saudi Arabia,Delantero Centro,32,Bueno,Naif Ahmed Hazazi
Fotbal Club Dinamo Bucure?ti ,Mali,Medio Centro Defensivo,30,Bueno,Mamoutou N'Diaye
Bradford City ,Nigeria,Medio Centro Defensivo|Medio Centro,28,Bueno,Hope Akpan
Scunthorpe United ,England,Lateral Derecho,28,Bueno,Jordan Clarke
Heart of Midlothian ,Republic of Ireland,Lateral Izquierdo|Medio Izquierdo,28,Bueno,Aidy White
AFC Wimbledon ,England,Carrilero Derecho|Lateral Derecho|Defensa Central|Extremo Derecho,28,Bueno,Luke O'Neill
Gillingham ,England,Medio Centro Defensivo|Medio Centro,29,Bueno,Stuart O'Keefe
SV Mattersburg ,Austria,Lateral Izquierdo|Defensa Central,28,Bueno,Lukas Rath
Mansfield Town ,Scotland,Medio Derecho|Medio Centro,30,Bueno,Alex MacDonald
Grimsby Town ,England,Defensa Central,29,Bueno,Luke Waterfall
Korona Kielce ,Germany,Lateral Derecho|Lateral Izquierdo,29,Bueno,Michael Gardawski
Ross County FC ,Scotland,Medio Centro Defensivo|Medio Centro,32,Bueno,Iain Vigurs
Fotbal Club Politehnica Ia?i ,Israel,Medio Izquierdo,29,Bueno,Gai Assulin
Neuchâtel Xamax FCS ,Algeria,Delantero Centro|Medio Derecho|Extremo Derecho,29,Bueno,Yannis Tafer
U.N.A.M. ,Mexico,Portero,29,Bueno,Julio González
Sagan Tosu ,Korea Republic,Delantero Centro,34,Bueno,Cho Dong Gun
Seongnam FC ,Korea Republic,Lateral Izquierdo,34,Bueno,Park Tae Min
Newcastle Jets ,Australia,Medio Centro Defensivo|Medio Centro,28,Bueno,Ben Kantarovski
Accrington Stanley ,England,Medio Centro,30,Bueno,Bobby Grant
Neuchâtel Xamax FCS ,Switzerland,Carrilero Derecho|Lateral Derecho|Medio Derecho|Extremo Derecho,31,Bueno,Mike Gomes
Cagliari ,Italy,Delantero Centro|Extremo Derecho|Extremo Izquierdo,28,Bueno,Daniele Ragatzu
Patriotas Boyacá FC ,Argentina,Medio Centro Defensivo|Medio Centro,31,Bueno,Exequiel Benavidez
Ross County FC ,Northern Ireland,Defensa Central,30,Bueno,Callum Morris
Bolton Wanderers ,England,Medio Centro,29,Bueno,Jacob Mellis
Sportverein Waldhof Mannheim 07 e.V. ,Ivory Coast,Delantero Centro,34,Bueno,Koffi
Mjøndalen IF ,Norway,Medio Centro Defensivo|Medio Centro,36,Bueno,Christian Gauseth
Newcastle Jets ,Australia,Lateral Derecho|Medio Derecho|Medio Izquierdo,31,Bueno,Jason Hoffman
Ross County FC ,Scotland,Lateral Derecho|Defensa Central,30,Bueno,Keith Watson
Cheltenham Town ,England,Defensa Central,30,Bueno,Ben Tozer
St. Mirren ,Scotland,Medio Centro Defensivo|Medio Centro,31,Bueno,Stephen McGinn
FC Zürich ,Switzerland,Lateral Derecho|Medio Derecho,34,Bueno,Adrian Winter
FC Carl Zeiss Jena ,Belgium,Portero,29,Bueno,Jo Coppens
Viking FK ,Norway,Lateral Izquierdo|Defensa Central,31,Bueno,Rolf Daniel Vikstøl
Vålerenga Fotball ,Sweden,Medio Centro|Medio Centro Ofensivo,31,Bueno,Erik Israelsson
Newport County ,Republic of Ireland,Delantero Centro,32,Bueno,Pádraig Amond
AS Nancy Lorraine ,France,Lateral Izquierdo|Defensa Central,32,Bueno,Vincent Muratori
TSV Hartberg ,Austria,Medio Izquierdo,30,Bueno,Christoph Kröpfl
Luton Town ,Czech Republic,Portero,30,Bueno,Marek Štech
Mansfield Town ,England,Medio Centro,38,Bueno,Neal Bishop
CS Emelec ,Ecuador,Lateral Izquierdo,37,Bueno,Óscar Bagüí
Tranmere Rovers ,England,Portero,33,Bueno,Scott Davies
Tianjin Tianhai FC ,China PR,Portero,32,Bueno,Zhang Lu
Shamrock Rovers ,Republic of Ireland,Medio Centro Defensivo|Medio Centro,31,Bueno,Greg Bolger
Tianjin Tianhai FC ,China PR,Medio Derecho|Extremo Derecho,34,Bueno,Wang Xiaolong
Hebei China Fortune FC ,China PR,Portero,34,Bueno,Yang Cheng
Newcastle Jets ,Australia,Defensa Central,33,Bueno,Nigel Boogaard
Melbourne City ,Australia,Portero,29,Bueno,Dean Bouzanis
Perth Glory ,Australia,Portero,38,Bueno,Liam Reddy
Shamrock Rovers ,Republic of Ireland,Carrilero Derecho|Medio Centro|Medio Centro Ofensivo|Extremo Derecho,32,Bueno,Ronan Finn
Livorno ,Switzerland,Medio Derecho|Medio Izquierdo,31,Bueno,Michel Morganella
Plymouth Argyle ,England,Lateral Izquierdo|Defensa Central,35,Bueno,Gary Sawyer
Arka Gdynia ,Poland,Lateral Izquierdo|Defensa Central,31,Bueno,Adam Marciniak
Fotbal Club Voluntari ,Bulgaria,Portero,33,Bueno,Bozhidar Mitrev
Lech Poznan ,Poland,Lateral Derecho|Medio Centro Defensivo|Medio Centro,32,Bueno,Tomasz Cywka
Mansfield Town ,Austria,Portero,33,Bueno,Bobby Olejnik
Fotbal Club Politehnica Ia?i ,Central African Rep.,Delantero Centro,33,Bueno,Habib Habibou
Carlisle United ,England,Medio Centro Defensivo|Medio Centro,32,Bueno,Mike Jones
Leyton Orient ,England,Medio Centro Defensivo|Medio Centro,30,Bueno,Josh Wright
Port Vale ,England,Delantero Centro,34,Bueno,Tom Pope
Oldham Athletic ,Portugal,Medio Derecho|Medio Centro|Medio Centro Ofensivo,34,Bueno,Filipe Morais
Northampton Town ,England,Delantero Centro,33,Bueno,Andy Williams
Shrewsbury ,France,Defensa Central|Medio Centro Defensivo|Medio Centro,34,Bueno,Romain Vincelot
Tiburones Rojos de Veracruz ,Mexico,Medio Centro Defensivo|Medio Centro,33,Bueno,Luis Martínez
FC Bayern München II ,Germany,Defensa Central,33,Bueno,Nicolas Feldhahn
SSV Jahn Regensburg ,Lithuania,Defensa Central,33,Bueno,Markus Palionis
Club Always Ready ,Bolivia,Lateral Derecho|Defensa Central,37,Bueno,Nelson Cabrera
SG Sonnenhof Großaspach ,Germany,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,35,Bueno,Timo Röttger
Dalian YiFang FC ,China PR,Medio Centro Defensivo|Medio Centro,34,Bueno,Zhao Xuri
Carlisle United ,England,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,31,Bueno,Lewis Alessandra
Morecambe ,France,Medio Centro Defensivo|Medio Centro,33,Bueno,Toumani Diagouraga
Walsall ,England,Medio Centro,32,Bueno,Stuart Sinclair
Aalborg BK ,Denmark,Lateral Derecho|Lateral Izquierdo|Medio Derecho,33,Bueno,Patrick Kristensen
Helsingborgs IF ,Denmark,Lateral Derecho,32,Bueno,Anders Randrup
Bristol Rovers ,England,Medio Centro Defensivo|Medio Centro,30,Bueno,Ed Upson
St. Mirren ,Republic of Ireland,Medio Centro,33,Bueno,Sam Foley
Hamilton Academical FC ,England,Delantero Centro,32,Bueno,Steven Davies
FC Thun ,Switzerland,Portero,33,Bueno,Guillaume Faivre
Neuchâtel Xamax FCS ,Switzerland,Medio Centro|Medio Centro Ofensivo,33,Bueno,Charles-André Doudin
Neuchâtel Xamax FCS ,Switzerland,Defensa Central,31,Bueno,Igor Djuric
Colchester United ,Jamaica,Delantero Centro,31,Bueno,Theo Robinson
Plymouth Argyle ,Jamaica,Delantero Centro,32,Bueno,Joel Grant
Scunthorpe United ,England,Lateral Izquierdo,31,Bueno,Junior Brown
Crewe Alexandra ,Republic of Ireland,Defensa Central,31,Bueno,Eddie Nolan
Lincoln City ,Republic of Ireland,Defensa Central,33,Bueno,Alan Sheehan
Grimsby Town ,France,Medio Centro|Medio Centro Ofensivo|Extremo Derecho,32,Bueno,Elliot Grandin
Cardiff City ,England,Lateral Derecho|Defensa Central,32,Bueno,Matthew Connolly
Tromsø IL ,Norway,Carrilero Derecho|Medio Derecho|Medio Centro|Extremo Derecho,34,Bueno,Magnus Andersen
Club Atlético Tigre ,Argentina,Medio Centro Defensivo|Medio Centro,36,Bueno,Jorge Ortiz
Zaglebie Lubin ,Poland,Lateral Derecho|Medio Centro Defensivo,33,Bueno,Jakub Tosik
Korona Kielce ,Czech Republic,Delantero Centro,35,Bueno,Michal Papadopulos
Stevenage ,Canada,Delantero Centro,33,Bueno,Simeon Jackson
Ross County FC ,England,Defensa Central,34,Bueno,Liam Fontaine
Scunthorpe United ,England,Lateral Derecho|Medio Centro Defensivo|Medio Centro,34,Bueno,James Perch
Bradford City ,Jamaica,Delantero Centro,36,Bueno,Clayton Donaldson
Castellammare di Stabia ,Italy,Medio Derecho|Medio Centro Ofensivo,34,Bueno,Fabrizio Melara
Clubul Sportiv Gaz Metan Media? ,Portugal,Portero,33,Bueno,Ricardo Batista
St. Patrick's Athletic ,Republic of Ireland,Portero,34,Bueno,Brendan Clarke
GIF Sundsvall ,Sweden,Medio Derecho,35,Bueno,Tobias Eriksson
St. Mirren ,Scotland,Defensa Central,34,Bueno,Gary MacKenzie
Cheltenham Town ,England,Portero,34,Bueno,Scott Flinders
Southend United ,England,Defensa Central,34,Bueno,John White
Dundalk ,Republic of Ireland,Portero,38,Bueno,Gary Rogers
FC Luzern ,Switzerland,Portero,36,Bueno,David Zibung
Scunthorpe United ,England,Defensa Central,36,Bueno,Andy Butler
SV Sandhausen ,Germany,Portero,37,Bueno,Philipp Heerwagen
Hibernian ,Scotland,Lateral Derecho|Medio Centro,36,Bueno,Steven Whittaker
BK Häcken ,Sweden,Portero,36,Bueno,Christoffer Källqvist
WSG Swarovski Tirol ,Austria,Portero,37,Bueno,Pascal Grünwald
Hannover 96 ,Germany,Portero,38,Bueno,Michael Ratajczak
Crewe Alexandra ,England,Delantero Centro,36,Bueno,Chris Porter
Free Agents ,Bulgaria,Medio Derecho,22,Bueno,Svetoslav Kovachev
Strømsgodset IF ,Iceland,Defensa Central,21,Bueno,Ari Leifsson
Dinamo Zagreb ,Croatia,Lateral Derecho|Defensa Central,20,Bueno,Josip Šutalo
VfL Wolfsburg ,Germany,Medio Centro Defensivo,22,Bueno,Iba May
SC Braga ,France,Defensa Central,20,Bueno,Anthony Correia
Club Alianza Lima ,Peru,Extremo Derecho,21,Bueno,Oslimg Mora
Club Atlético Peñarol ,Uruguay,Portero,20,Bueno,Martín Correa
SC Braga ,Portugal,Carrilero Izquierdo|Extremo Izquierdo,21,Bueno,Pedro Amador
spusu SKN St. Pölten ,Germany,Defensa Central|Medio Centro Defensivo,22,Bueno,Nico Gorzel
Portland Timbers ,United States,Medio Derecho|Medio Izquierdo|Medio Centro,22,Bueno,Blake Bodily
Club Sportivo Luqueño ,Venezuela,Delantero Centro,22,Bueno,Yeiber Murillo
Independiente ,Argentina,Lateral Derecho,21,Bueno,Facundo Lando
Vitória Setúbal ,Brazil,Portero,22,Bueno,Lucas Paes
Sport Huancayo ,Peru,Delantero Centro,21,Bueno,Gibson Fuentes
Llaneros Escuela de Fútbol ,Venezuela,Lateral Derecho|Medio Derecho,24,Bueno,Manuel Fuentes
Cusco Fútbol Club ,Peru,Defensa Central,25,Bueno,Yordi Vílchez
Sparta Rotterdam ,Morocco,Extremo Izquierdo,20,Bueno,Youssef El Kachati
Stade de Reims ,Mali,Delantero Centro,18,Muy Bueno,El Bilal Touré
Sepsi OSK Sfântu Gheorghe ,Argentina,Delantero Centro|Medio Derecho,23,Bueno,Tomás Diáz
CD Cobresal ,Argentina,Delantero Centro,27,Bueno,Alan Murialdo
Club Deportivo Jorge Wilstermann ,Bolivia,Portero,18,Bueno,Daniel Sandy
Club Nacional ,Paraguay,Portero,21,Bueno,Cristhian Riveros
Club Nacional ,Paraguay,Lateral Derecho,28,Bueno,Juan José Franco
Fotbal Club Boto?ani ,lbania,Medio Derecho|Medio Izquierdo,24,Bueno,Realdo Fili
Club Atlético Nacional Potosí ,Bolivia,Portero,29,Bueno,Luis Cárdenas
Rosario Central ,Argentina,Lateral Izquierdo,20,Bueno,Joan Mazzaco
Gallos Blancos de Querétaro ,United States,Portero,21,Bueno,Benny Díaz
Independiente ,Uruguay,Portero,21,Bueno,Renzo Bacchia
Independiente ,Argentina,Delantero Centro,20,Bueno,Braian Martínez
KFC Uerdingen 05 ,Bosnia & Herzegovina,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,24,Bueno,Rijad Kobiljar
Club Always Ready ,Bolivia,Delantero Centro,26,Bueno,Jimmy Isita
CA Osasuna ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,20,Bueno,Javi Martínez
Vélez Sarsfield ,Argentina,Delantero Centro,19,Bueno,Florián Monzón
Brøndby IF ,Denmark,Medio Centro|Medio Centro Ofensivo,19,Muy Bueno,Anis Ben Slimane
Cusco Fútbol Club ,Peru,Portero,36,Bueno,Juan Pretel
Cusco Fútbol Club ,Peru,Defensa Central|Medio Centro Defensivo,32,Bueno,Marcos Delgado
Aragua Fútbol Club ,Venezuela,Medio Centro,26,Bueno,Homero Calderón
Málaga CF ,Spain,Defensa Central|Medio Centro Defensivo,21,Bueno,Juande
Fotbal Club Voluntari ,Romania,Delantero Centro,26,Bueno,Vlad Morar
RKS Raków Czestochowa SA ,Slovenia,Medio Centro,23,Bueno,David Tijanic
C.D. Universidad Católica del Ecuador ,Ecuador,Medio Centro,23,Bueno,José Carabalí
Club Sol de América ,Paraguay,Medio Derecho,21,Bueno,Iván Cazal
Vitória Setúbal ,Portugal,Extremo Izquierdo,20,Bueno,Léo Chão
Tigres U.A.N.L. ,Mexico,Lateral Derecho|Lateral Izquierdo,21,Bueno,Juan Pablo Martínez
Tiburones Rojos de Veracruz ,Mexico,Delantero Centro,25,Bueno,Diego Aaron Pámanes
Sport Huancayo ,Argentina,Portero,30,Bueno,Federico Nicosia
Delfín Sporting Club ,Ecuador,Lateral Derecho,21,Bueno,Bryan Hernández
Huachipato FC ,Chile,Defensa Central,23,Bueno,Benjamín Gazzolo
Club Deportivo Oriente Petrolero ,Bolivia,Lateral Derecho,24,Bueno,Wilfredo Soleto
Club Deportivo Oriente Petrolero ,Bolivia,Delantero Centro,23,Bueno,Juan Montenegro
Club Alianza Lima ,Peru,Portero,25,Bueno,Steven Rivadeneyra
Delfín Sporting Club ,Ecuador,Defensa Central|Medio Centro Defensivo,27,Bueno,Charles Vélez
Delfín Sporting Club ,Ecuador,Defensa Central,25,Bueno,Jerry León
Oita Trinita ,Japan,Portero,23,Bueno,Shun Yoshida
Fútbol Club Juárez ,Uruguay,Medio Centro Defensivo,26,Bueno,Martín Rabuñal
Manchester City ,Senegal,Lateral Derecho,18,Muy Bueno,Alpha Dionkou
Club Sportivo Luqueño ,Brazil,Delantero Centro,25,Bueno,Valdeci
Club Sportivo Luqueño ,Paraguay,Delantero Centro|Extremo Derecho,20,Bueno,Blas Armoa
Club Sportivo Luqueño ,Paraguay,Medio Izquierdo,21,Bueno,Fernando Benítez
Club River Plate Asunción ,Paraguay,Delantero Centro,30,Bueno,Oscar Giménez
Club Nacional ,Paraguay,Delantero Centro,20,Bueno,Fernando Romero
Club Nacional ,Paraguay,Delantero Centro,23,Bueno,David Fleitas
Club Nacional ,Paraguay,Lateral Derecho|Defensa Central,24,Bueno,Claudio Nuñez
Guaraní (Paraguay) ,Paraguay,Lateral Derecho,29,Bueno,Victor Dávalos
Club Nacional ,Paraguay,Defensa Central,23,Bueno,Ricardo Garay
Zamora Fútbol Club ,Venezuela,Medio Centro Ofensivo,38,Bueno,Gustavo Rojas
Club Atlético River Plate ,Uruguay,Defensa Central,33,Bueno,Gonzalo Viera
Free Agents ,Bulgaria,Portero,31,Bueno,Georgi Georgiev
Rionegro Águilas ,Venezuela,Medio Centro Defensivo,27,Bueno,Óscar Hernández
Zamora Fútbol Club ,Venezuela,Lateral Derecho|Defensa Central,33,Bueno,Carlos Castro
Llaneros Escuela de Fútbol ,Venezuela,Defensa Central|Medio Centro Defensivo,27,Bueno,Leonardo Terán
San Lorenzo de Almagro ,Argentina,Medio Centro Ofensivo,21,Bueno,Julián Palacios
Zamora Fútbol Club ,Venezuela,Portero,35,Bueno,Daniel Valdés
UD Las Palmas ,Spain,Medio Centro Ofensivo|Extremo Derecho|Extremo Izquierdo,23,Bueno,Pablo Haro
Cádiz CF ,Spain,Delantero Centro,22,Bueno,Nieto
ESTAC Troyes ,Senegal,Delantero Centro,23,Bueno,Pape Meissa Ba
Sport Huancayo ,Peru,Delantero Centro,26,Bueno,Ronal Huaccha
Club Sol de América ,Paraguay,Medio Derecho|Extremo Derecho,21,Bueno,Rodrigo Ruiz Díaz
Club Deportivo El Nacional ,Ecuador,Lateral Izquierdo,22,Bueno,José Monaga
Cusco Fútbol Club ,Peru,Portero,35,Bueno,Ricardo Farro
Club Deportivo El Nacional ,Ecuador,Medio Centro,20,Bueno,Darío Pazmiño
Club Deportivo Oriente Petrolero ,Bolivia,Medio Centro,20,Bueno,Daniel Rojas
Cusco Fútbol Club ,Peru,Medio Centro Defensivo,21,Bueno,Miguel Aucca
Club Sol de América ,Paraguay,Defensa Central,28,Bueno,Milciades Portillo
Club Atlético Grau ,Peru,Defensa Central,39,Bueno,Jair Yglesias
R. Zaragoza ,Spain,Lateral Derecho|Lateral Izquierdo|Defensa Central,17,Muy Bueno,Francés
UD Las Palmas ,Spain,Lateral Izquierdo,23,Bueno,Dani Martín
TSG 1899 Hoffenheim ,Israel,Medio Centro Defensivo|Medio Centro,20,Bueno,Ilay Elmkies
Valencia CF ,Spain,Medio Centro|Medio Centro Ofensivo,21,Bueno,Esquerdo
FC Schalke 04 ,Germany,Defensa Central,23,Bueno,Timo Becker
Portimonense SC ,Brazil,Extremo Derecho|Extremo Izquierdo,22,Bueno,Anderson Oliveira
FBC Melgar ,Peru,Medio Derecho|Extremo Derecho,22,Bueno,Hideyoshi Arakaki
Deportivo Binacional ,Peru,Medio Centro,20,Bueno,Pablo Labrin
FBC Melgar ,Peru,Medio Centro,20,Bueno,Walter Tandazo
FBC Melgar ,Peru,Defensa Central,24,Bueno,Paolo Fuentes
Manchester City ,England,Medio Centro,18,Muy Bueno,Tommy Doyle
Atalanta ,Ivory Coast,Delantero Centro,18,Muy Bueno,Diallo Amad Traore
Club Plaza de Deportes Colonia ,Uruguay,Delantero Centro,26,Bueno,Nicolás Dibble
LDU Quito ,Ecuador,Lateral Izquierdo,28,Bueno,Christian Cruz
Club Plaza de Deportes Colonia ,Uruguay,Medio Centro,28,Bueno,Matías Caseras
Club Social Cultural y Deportivo Blooming,Paraguay,Defensa Central,30,Bueno,Óscar Velázquez
Heracles Almelo ,Burundi,Medio Izquierdo,19,Bueno,Mohamed Amissi
Real Salt Lake ,Venezuela,Medio Derecho,19,Bueno,Jeizon Ramírez
Delfín Sporting Club ,Ecuador,Portero,32,Bueno,Dennis Corozo
Aragua Fútbol Club ,Venezuela,Medio Centro Defensivo,19,Bueno,Pedro Álvarez
Aragua Fútbol Club ,Venezuela,Defensa Central,24,Bueno,Moisés Acuña
Patriotas Boyacá FC ,Colombia,Delantero Centro,22,Bueno,Misael Martínez
Estudiantes de Mérida ,Venezuela,Delantero Centro,18,Bueno,Edson Rivas
Club Deportivo Jorge Wilstermann ,Bolivia,Medio Centro,21,Bueno,Moisés Villarroel
Sport Huancayo ,Peru,Extremo Derecho,21,Bueno,Moisés Velásquez
Deportivo Binacional ,Peru,Lateral Derecho,24,Bueno,Diego Angles
Vitesse ,Netherlands,Defensa Central,23,Bueno,Özgür Aktas
C.D. Universidad Católica del Ecuador ,Ecuador,Extremo Derecho,26,Bueno,Bryan Oña
Sociedad Deportiva Aucas ,Ecuador,Defensa Central,27,Bueno,Edison Carcelén
Centro Atlético Fénix ,Uruguay,Medio Centro Ofensivo|Extremo Derecho|Extremo Izquierdo,22,Bueno,Ignacio Pereira
Guaraní (Paraguay) ,Paraguay,Defensa Central,20,Bueno,Roberto Fernández
Club Sol de América ,Paraguay,Defensa Central,24,Bueno,José Canale
Albacete BP ,Spain,Lateral Derecho|Lateral Izquierdo|Defensa Central,22,Bueno,Fer Navarro
FC Zürich ,Nigeria,Medio Derecho|Medio Izquierdo,22,Bueno,Tosin Aiyegun
SK Rapid Wien ,Austria,Defensa Central|Medio Centro Defensivo,19,Bueno,Dalibor Velimirovic
Piast Gliwice ,Portugal,Medio Centro Ofensivo,24,Bueno,Tiago Alves
Estudiantes de Mérida ,Venezuela,Medio Derecho|Medio Centro|Medio Centro Ofensivo,25,Bueno,Ayrton Páez
Sassuolo ,Italy,Delantero Centro,20,Bueno,Giacomo Raspadori
Belenenses ,Portugal,Medio Centro Defensivo|Medio Centro,21,Bueno,Nuno Henrique
Elche CF ,Spain,Delantero Centro,21,Bueno,Nacho
Girona FC ,Spain,Defensa Central,19,Bueno,Pau Resta
Fortuna Düsseldorf ,Japan,Medio Centro Ofensivo,19,Bueno,Shinta Appelkamp
RCD Espanyol ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,19,Muy Bueno,Nico Melamed
Venezia ,Italy,Media Punta|Extremo Derecho,23,Bueno,Yuri Senesi
Çaykur Rizespor ,Turkey,Portero,23,Bueno,Tarik Çetin
Manchester City ,Spain,Medio Centro Ofensivo,19,Bueno,Adrián Bernabé
Trapani ,Italy,Medio Centro Defensivo|Medio Centro,18,Muy Bueno,Filippo Tolomello
Fiorentina ,Serbia,Lateral Izquierdo,20,Bueno,Aleksa Terzic
Monterrey ,Mexico,Medio Izquierdo|Extremo Derecho,19,Bueno,Michell Rodríguez
Charlton Athletic ,England,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,20,Bueno,Alfie Doughty
Salerno ,Italy,Medio Centro,22,Bueno,Fabio Maistro
Albacete BP ,Spain,Medio Centro|Medio Centro Ofensivo,23,Bueno,Fran Castillo
Trapani ,Italy,Portero,33,Bueno,Giuseppe Stancampiano
CD Tondela ,Brazil,Medio Centro Defensivo,23,Bueno,Pedro Augusto
FC Admira Wacker Mödling ,Austria,Lateral Izquierdo,21,Bueno,Leonardo Lukacevic
Orlando Pirates ,South Africa,Delantero Centro|Media Punta,23,Bueno,Zakhele Lepasa
Independiente ,United States,Medio Izquierdo|Medio Centro Ofensivo,21,Bueno,Alan Soñora
Waasland-Beveren ,Ivory Coast,Delantero Centro,23,Bueno,Ciryack Olivier Dhauholou
SCR Altach ,Austria,Defensa Central,23,Bueno,Philipp Schmiedl
KV Mechelen ,Belgium,Medio Centro Defensivo|Medio Centro,17,Muy Bueno,Aster Vranckx
Pachuca ,Mexico,Lateral Izquierdo,20,Bueno,Víctor Mora
Dijon FCO ,Cameroon,Lateral Derecho|Lateral Izquierdo,19,Bueno,Ahmad Toure Ngouyamsa
Chiavari ,Italy,Medio Centro Defensivo|Medio Centro,23,Bueno,Marco Toscano
Feyenoord ,Netherlands,Extremo Izquierdo,18,Muy Bueno,Marouan Azarkan
Fotbal Club Dinamo Bucure?ti ,Romania,Delantero Centro|Medio Izquierdo,21,Bueno,Robert Moldoveanu
Fotbal Club Voluntari ,Slovenia,Lateral Izquierdo|Medio Izquierdo,30,Bueno,Milan Kocic
Fotbal Club Dinamo Bucure?ti ,Romania,Lateral Derecho,22,Bueno,Szabolcs Kilyén
Castellammare di Stabia ,Italy,Extremo Derecho|Extremo Izquierdo,21,Bueno,Salvatore Elia
Free Agents ,India,Medio Izquierdo|Medio Centro Ofensivo,28,Bueno,Anvit Swaminathan
Free Agents ,India,Medio Derecho|Medio Izquierdo,31,Bueno,Hantidev Bhandari
Free Agents ,India,Defensa Central,34,Bueno,Abhimoda Chakraborty
Crawley Town ,England,Defensa Central,26,Bueno,Jordan Tunnicliffe
SD Huesca ,Spain,Delantero Centro,22,Bueno,Ballarin
